Name,Price,Cpu,ScreenResolution,Ram,Memory,Gpu,OpSys,Weight,Inch
"ASUS ROG STRIX G15 G513IM Ryzen 7 4800H 16GB RAM RTX 3060 6GB 15.6"" WQHD Gaming Laptop",200230  bdt,AMD Ryzen 7 4800H ,15.6 IPS  WQHD (2560X1440) Touch ScreenNo ,16GB,M.2 NVMe PCIe 3.0 SSD 512GB ,NVIDIA GeForce RTX 3060 6GB ,Windows 11 ,2.30 kg,15.232530120481927
Asus VivoBook Pro 15 M3500QC-DB71 15.6 inch Full HD OLED Display Ryzen 7 5800H 16GB RAM 512GB SSD Gaming Laptop with RTX 3050 4GB Graphics,149500  bdt,"AMD Ryzen 7 5800H Mobile Processor (8-core/16-thread, 20MB cache, up to 4.4 GHz max boost)","15.6-inch OLED FHD (1920 x 1080) 16:9 aspect ratio, 400nits, 100% DCI-P3 color gamut Glossy display, Screen-to-body ratio: 84 ％",16GB,512GB M.2 NVMe PCIe 3.0 SSD,NVIDIA GeForce RTX 3050 4GB GDDR6 GPU,Windows 10 64-Bit,1.65 kg,15.6
HP 15s-fq2643TU Intel Core i5 1135G7 15.6 Inch HD Display Silver Laptop #577Z6PA-2Y,79100  bdt,Intel Core i5 11th (Intel) Core i5 1135G7 2.40GHz 4.20GHz 4 8 8MB Intel Integrated SoC ,"15.6 HD LED Up to HD 1366x768 Anti-glare No 60 Hz Narrow Border Ultra Slim micro-edge, BrightView, 250 nits, 45% NTSC No Secondary Screen No Secondary Screen No Secondary Screen ",8GB,512GB SSD No HDD No HDD Not Specified PCIe NVMe M.2 SSD No Installed SSD can be upgradeable ,Intel Iris X Graphics Integrated Shared Not Applicable ,Win-11 Home McAfee LiveSafe 30-day trial offer (Internet access required. First 30 days included. Subscription required for live updates afterwards.) Microsoft Office ,1.7kg,15.232530120481924
HP SPECTRE X360 CONVERTIBLE 14-EA1590TU 13.5 INCH DISPLAY 16GB RAM 1TB SSD 2 IN 1 TOUCH LAPTOP,nan bdt,"Intel Core i7-1195G7 Processor (12M Cache, 2.90 GHz up to 5.00 GHz)","13.5"" diagonal, WUXGA+ (1920 x 1280), multitouch-enabled, IPS, edge-to-edge glass, micro-edge, anti-reflection Corning Gorilla Glass NBT, 400 nits, 100% sRGB",16 GB,1 TB PCIe NVMe TLC M.2 SSD,Intel Iris Xᵉ Graphics,Windows 11 Home,1.3 kg,15.232530120481924
Acer Nitro 5 AN515-58-74EF Intel Core i7 12700H 15.6 Inch QHD Display Obsidian Black Gaming Laptop #NH.QHYSI.001,232190  bdt,Intel Core i7 12th (Intel) Core i7 12700H 2.50 GHz 4.70 GHz 14 20 24MB Not Specified ,"15.6 QHD LED QHD 2560x1440 Anti-glare No 165 Hz Slim Bezel IPS (In-Plane Switching) technology, high-brightness (300 nits) Acer ComfyView LED-backlit TFT LCD, 3 ms Overdrive, 16:9 aspect ratio, DCI-P3 100%, Wide viewing angle up to 170 degrees. No Secondary Screen No Secondary Screen No Secondary Screen ",16GB,"1TB SSD No HDD No HDD 1 NVMe PCIe No Additional HDD Can be added, SSD can be replaced ",Nvidia RTX 3060 Dedicated 6GB GDDR6 ,Win-11 Home Not Specified Not Specified ,2.5 kg,15.232530120481924
"Walton Tamarind MX711G Core i7 11th Gen 14"" FHD Laptop",85514  bdt,Intel Core i7-1165G7 ,14.0 Inch IPS FHD (1920x1080) Touch ScreenNo ,8GB,"M.2 2280, PCIe Gen3x4 SSD 512GB ",Intel UHD Graphics Shared ,Genuine Windows 11 ,1.40kg,14.0
Asus VivoBook 15 X1502ZA Intel Core i3 1220P 15.6 Inch FHD LED Display Quiet Blue Laptop #X1502ZA-BQ324W,73780  bdt,Intel Ryzen 3 12th (Intel) Core i3 1220P 1.10GHz 4.40GHz 10 12 12MB Not Specified ,"15.6 FHD Full HD 1920x1080 Anti-Glare No 60 Hz Not Specified WV Display, Brightness: 250nits, Color gamut: 45% NTSC color gamut No Secondary Screen No Secondary Screen No Secondary Screen ",4GB,512GB SSD No HDD No HDD Not Specified NVMe PCIe Not Specified Installed SSD can be upgradeable ,Intel UHD Graphics Integrated Shared Not Applicable ,"Win-11 Home MyASUS, ScreenXpert, GlideX Not Specified ",1.70 kg,15.232530120481924
MSI Pulse GL66 12UEK 15.6 inch Full HD 240Hz Display Core i7 12th Gen 16GB RAM 1TB SSD Gaming Laptop with RTX 3060 6GB Graphics,199000  bdt,"Intel Core i7-12700H (24MB, 3.50 GHz up to 4.70 GHz)
Core: 14 , Thread: 20 (Performance-cores- 6, Efficient-cores- 8)","15.6"" FHD (1920×1080), 240Hz, IPS-Level, Close to 100%sRGB",16GB,1TB NVMe PCIe Gen4x4 SSD,"NVIDIA GeForce RTX 3060 Laptop GPU 6GB GDDR6 Up to 1752MHz Boost Clock, 140W Maximum Graphics Power with Dynamic Boost. Max. 185W CPU-GPU Power with MSI OverBoost Technology.",Windows 11 Home,2.25 kg,15.232530120481924
HP ProBook 440 G8 Intel Core i3 1115G4 14 Inch FHD Display Silver Laptop #464N0AV-3Y,73240  bdt,Intel Core i3 11th (Intel) Core i3 1115G4 Not Specified 4.10 GHz 2 4 6MB Not Specified ,14 FHD Full HD 1920x1080 Not Specified No 60 Hz Slim Bezel Not Specified No Secondary Screen No Secondary Screen No Secondary Screen ,8GB,512GB SSD No HDD No HDD Not Specified NVMe PCIe No Installed SSD can be upgradeable ,Intel UHD Graphics Integrated Shared Not Specified ,Win-10 Home Not Specified Not Specified ,1.38 kg,15.232530120481924
"Dell Inspiron 15 3525 Ryzen 5 5625U 15.6"" FHD Laptop",73280  bdt,AMD Ryzen 5 5625U ,15.6 inch  FHD (1920 x 1080) Touch ScreenNo Refresh Rate120Hz ,8GB,M.2 PCIe NVMe SSD 512GB ,AMD Radeon Graphics Shared ,Windows 11 Home ,1.68 kg,15.6
Asus VivoBook 14 E410MA Intel CDC N4020 14 Inch HD Display Peacock Blue Laptop #BV2132W/BV1489W/BV2228W-E410MA,47740  bdt,Intel Intel Celeron Not Applicable CDC N4020 1.10 GHz 2.80 GHz 2 2 4MB Not Specified ,"14 HD LED Up to HD 1366x768 Anti-glare No 60 Hz Slim Bezel Brightness: 200 nits, Color Gamut: 45% NTSC, Screen to body ratio: 78% No Secondary Screen No Secondary Screen No Secondary Screen ",4GB,256GB SSD No HDD No HDD No NVMe PCIe Not Specified Installed SSD can be upgradeable ,Intel UHD Graphics 600 Integrated Shared Not Applicable ,Win-11 Home Not Specified Not Specified ,1.30 kg,15.232530120481924
Dell Latitude 14 7420 14 inch Full HD Display Core i7 11th Gen 16GB RAM 512 GB SSD Laptop,nan bdt,"Intel Core i7-1185G7 Processor (12M Cache, 3.00 GHz up to 4.80 GHz)","14.0"" FHD(1920x1080) AG, SLP, Non-Touch, ComfortView Plus, WVA, 400nits Display",16 GB,M.2 512GB PCIe NVMe Class 40 Solid State Drive,Intel Iris Xe Graphics,Free DOS,1.22kg,15.232530120481924
"ASUS VivoBook 15 X515JA Core i5 10th Gen 8GB RAM 15.6"" FHD Laptop",66770  bdt,Intel Core i5-1035G1 ,"15.6-inch  FHD (1920 x 1080) Touch ScreenNo Display Features16:9, Anti-glare display, LED Backlit, 200nits, NTSC: 45%, Screen-to-body ratio: 83 % Display ",8GB,HDD 1TB ,Intel UHD Graphics Shared ,Windows 11 Home ,1.80 kg,15.6
ASUS ExpertBook B9 B9450FA 14-inch IPS Full HD Display Core i7 10th Gen 16GB RAM 1TB NVMe SSD Laptop,160000  bdt,"
Intel Core i7-10510 processor
1.8GHz quad-core with Turbo Boost (up to 4.9GHz) and 8MB cache","
35.56cm(14"") LED-backlit, IPS Full HD (1920 x 1080), 16:9 aspect, anti-glare screen, 300nits brightness display
4mm-thin bezel with 94% screen-to-body ratio
Wide 100% sRGB color gamut (NTSC: 72%)
IPS-level wide-view technology",16GB,"1TB M.2 NVMe PCIe 3.0 Performance SSD

Extra M.2 PCIE NVME SSD Slot Available",Integrated Intel UHD Graphics,Windows 10,0.995kg,15.232530120481924
Asus VivoBook 15 K513EQ Intel Core i5 1135G7 15.6 Inch FHD WV Display Transparent Silver Laptop #BN593W/BN722W-K513EQ,100910  bdt,Intel Core i5 11th (Intel) Core i5 1135G7 2.40 GHz 4.20 GHz 4 8 8MB Not Specified ,"15.6 FHD Full HD 1920x1080 Anti-glare No 60 Hz Slim Bezel WV Display, Aspect Ratio: 16:9, Backlit: LED Backlit, IPS-level: IPS-level Panel, Brightness: 300nits, Color gamut: 100% sRGB color gamut, Screen-to-body ratio: 85 % No Secondary Screen No Secondary Screen No Secondary Screen ",8GB,"512GB SSD No HDD No HDD 1 NVMe PCIe No Additional HDD Can be added, SSD can be replaced ",Nvidia MX350 Graphics Dedicated 2GB GDDR5 ,Win-11 Home MyASUS Not Specified ,1.80 kg,15.232530120481924
Asus VivoBook S15 S513EQ Intel 1135G7 15.6 Inch FHD OLED Indie Black Laptop #L1734W/L1662W-S513EQ,108500  bdt,Intel Core i5 11th (Intel) Core i5 1135G7 2.40 GHz 4.20 GHz 4 8 8MB Not Specified ,"15.6 FHD OLED Display Full HD 1920x1080 Not Specified No 60 Hz Slim Bezel 16:9 aspect ratio, SGS Eye Care Display, 0.2ms response time, VESA CERTIFIED Display HDR True Black 600, 70% less harmful blue light, 1.07 billion colors Not Applicable Not Applicable Not Applicable ",8GB,"512GB SSD No HDD No HDD 1 PCIe NVMe No Additional HDD Can be added, SSD can be replaced ",Nvidia MX350 Dedicated 2GB GDDR5 ,Win-11 Home Not Specified Not Specified ,1.80 kg,15.232530120481924
ASUS ExpertBook B3 Flip B3402FEA 14 inch FHD Touch Display Core i5 11th Gen 16GB RAM 512GB SSD 2 in 1 Laptop,93500  bdt,"Top case-material Aluminum, US MIL-STD 810H military-grade standard",Intel Iris Xe Graphics,16GB 3200MHz DDR4,512GB M.2 NVMe PCIe 3.0 SSD (Storage Upgradeable Up To 2TB),Intel Iris Xe Graphics,Free-DOS,1.73,15.232530120481924
Dell Inspiron 15 3501 15.6 Full HD Display Core i3 11th Gen 4GB RAM 1TB HDD Laptop (Soft Mint),50000  bdt,"Intel Core i3-1115G4 Processor (6M Cache, 3.00 GHz up to 4.10 GHz)",15.6-inch Full HD (1920 x 1080) Anti-Glare Display,4GB,"1TB 5400 rpm 2.5"" SATA Hard Drive (Extra M.2 NVMe SSD Slot Available )",Intel UHD Graphics,Windows 10,2.2 kg,15.6
Asus TUF Gaming F15 FX506HE Intel Core i7 11800H 15.6 Inch FHD WV Display Graphite Black Gaming Laptop #HN309W-FX506HE,173600  bdt,Intel Core i7 11th (Intel) Core i7 11800H Not Specified 4.60 GHz 8 16 24MB Not Specified ,"15.6 FHD Full HD 1920x1080 Anti glare No 144 Hz Not Specified Aspect Ratio: 16:9, Viewing Angle: 85 degree(H&V), Brightness: 250 Nits, Contrast: 1000:1, NTSC: 45%, SRGB: 62.50%, Adobe: 47.34% No Secondary Screen No Secondary Screen No Secondary Screen ",8GB,512GB SSD No HDD No HDD Not Specified NVMe PCIe Not Specified Not Specified ,Nvidia RTX 3050 Ti Dedicated 4GB GDDR6 ,Win-11 Home Not Specified Not Specified ,2.30 kg,15.232530120481924
DELL LATITUDE 14 5420 14 INCH FULL HD DISPLAY CORE I7 11TH GEN 8GB RAM 512 GB SSD LAPTOP,138000  bdt,"Intel Core i7-1165G7 Processor (12M Cache, 2.80 GHz up to 4.70 GHz)","14"" FHD (1920x1080) Non-Touch, Anti-Glare, 250nits,s Display",8 GB,M.2 512GB PCIe NVMe SSD,Intel Iris Xe Graphics,Free DOS,1.37kg,15.232530120481924
Asus ExpertBook P1 P1440FA 14 inch HD Display Core i3 10th Gen 8GB RAM 1TB HDD Laptop,57500  bdt,"Intel Core i3-10110U Processor 2.1 GHz (4M Cache, up to 4.1 GHz, 2 cores)","14.0-inch, LCD, HD (1366 x 768) 16:9, Anti-glare display, LED Backlit, 220nits, NTSC: 45%",8GB,1TB HDD,Intel UHD Graphics,Windows 10 Pro,1.68 kg,14.0
"Lenovo ThinkPad L14 Gen 3 Core i5 12th Gen 14"" FHD Business Laptop",116500  bdt,Intel Core i5-1235U ,14 Inch IPS FHD (1920 x 1080) Touch ScreenNo ,8GB,M.2 2242 PCIe Gen3 TLC SDD 512GB ,Intel Iris Xe Graphics Shared ,FreeDOS ,1.72,15.232530120481927
TOSHIBA DYNABOOK SATELLITE PRO C40-G-109 14-INCH HD INCH INTEL CELERON DUAL CORE 4GB RAM 128GB SSD LAPTOP,33500  bdt,"Intel Celeron Dual Core 5205U Processor 1.90 GHz (2M Cache, 2 cores, 2 Threads)","14-inch HD (1366 x 768) 16:9 LED Backlit, 220nits, Non-reflective Anti-glare display",4GB,128GB M.2 SATA Solid State Drive,Integrated Intel UHD Graphics,Original Factory Fitted Windows 11 Home,1.55 kg,15.232530120481924
Acer Swift 3 SF314-42 AMD Ryzen 5 4500U 14 Inch FHD Display Silver Laptop,77580  bdt,AMD Ryzen 5 Not Applicable Ryzen 5 4500U 2.30 GHz 4.00 GHz 6 6 11MB Not Specified ,"14 FHD IPS LED Display Full HD 1920x1080 Not Specified No 60 Hz Slim Bezel Display Screen Type: LCD, Display Screen Technology: ComfyView (Matte), Aspect Ratio: 16:9 No Secondary Screen No Secondary Screen No Secondary Screen ",8GB,512GB SSD No HDD No HDD Not Specified NVMe PCIe Not Specified Installed SSD can be upgradeable ,AMD Radeon Graphics Integrated Shared Not Specified ,Win-10 Home Not Specified Not Specified ,1.20 kg,15.232530120481924
"ASUS VivoBook 15 X1500EA Core i3 11th Gen 512GB SSD 15.6"" FHD Laptop",66770  bdt,Intel Core i3-1115G4 ,15.6-inch IPS FHD (1920 x 1080) Touch ScreenNo ,8GB,NVMe PCIe 512GB SSD ,Intel UHD Graphics Shared ,Windows 11 Home ,1.80 kg,15.6
Asus ZenBook 14 Ultralight UX435EAL Intel Core i5 1135G7 14 Inch FHD Display Pine Grey Laptop,120440  bdt,Intel Core i5 11th (Intel) Core i5 1135G7 2.40 GHz 4.20 GHz 4 8 8MB Not Specified ,"14 FHD Full HD 1920x1080 Anti-glare No 60 Hz Slim-Bazel Aspect Ratio: 16:9, IPS-level Panel, LED Backlit, Brightness: 400nits, sRGB: 100%, Screen-to-body ratio: 92 % No Secondary Screen No Secondary Screen No Secondary Screen ",8GB,1TB SSD No HDD No HDD Not Specified NVMe PCIe Not Specified Not Specified ,Intel Iris Xe Graphics Integrated Shared Not Applicable ,Win-10 Home Not Specified Not Specified ,0.98 kg,15.232530120481924
"Huawei MateBook D15 Core i3 11th Gen 15.6"" FHD Laptop",64600  bdt,Intel Intel Core i3-1115G4 ,15.6 inch IPS FHD (1920 x 1080) Touch ScreenNo ,8GB,NVMe PCle SSD 256GB ,Intel UHD Graphics Shared ,Windows 11 Home ,1.63 kg,15.6
"Acer Nitro 5 AN515-58-74EF Core i7 12th Gen RTX 3060 6GB Graphics 15.6"" QHD 165Hz Gaming Laptop",231690  bdt,Intel Core i7-12700H ,15.6 Inch IPS QHD (2560 x 1440) Touch ScreenNo ,16GB,"PCIe Gen4, 16 Gb/s, NVMe SSD 1 TB ",NVIDIA GeForce RTX 3060 6GB ,Windows 11 Home ,2.5 kg,15.6
HP 15s-fq5886TU 15.6 INCH FULL HD DISPLAY INTEL CORE I5 12TH GEN 8GB RAM 512GB LAPTOP,79000  bdt,"Intel Core i5-1235U Processor (12M Cache, 3.30 GHz, up to 4.40 GHz)","15"" diagonal, FHD (1920 x 1080), IPS, micro-edge, BrightView, 250 nits, 45% NTSC",8 GB,512 GB PCIe NVMe M.2 SSD,Intel Iris Xe Graphics,Windows 10 64bit,1.47 kg,15.232530120481924
"ASUS Zenbook Pro 14 Duo OLED UX8402ZE-M3050W Core i7 12th Gen RTX 3050 Ti 4GB Graphics 14.5"" 2.8K Touch Laptop",258230  bdt,Intel i7-12700H ,14.5-inch OLED 2.8K (2880 x 1800) Touch ScreenYes ,16GB,M.2 NVMe PCIe 4.0 Performance SSD 512GB ,"Intel Iris Xe Graphics
NVIDIA GeForce RTX 3050 Ti 4GB ","Windows 11 Home Other Pre-installed SoftwaresMyASUS
ProArt Creator Hub
ScreenXpert
GlideX ",2.40 kg,14.5
Apple MacBook Pro (Late 2021) Apple M1 Pro 512GB SSD 14.2 Inch Liquid Retina XDR Display Silver Laptop #MKGR3LL/A / MKGR3X/A,236530  bdt,Apple Apple M1 Not Applicable Apple M1 Pro Not Applicable Not Applicable 8 Not Applicable Not Applicable Not Applicable ,"14.2 Liquid Retina XDR Display 4K UHD 3024x1964 Glossy with Antireflective Coating No 120 Hz Slim Bezel Aspect Ratio: 16:10, Finish: Glossy with Anti-Reflective Coating, Maximum Brightness: 500 cd/m2 (Sustained in SDR Mode) 1000 cd/m2 (Sustained in HDR Mode) 1600 cd/m2 (Peak in HDR Mode), Contrast Ratio: 1,000,000:1, Variable Refresh Technology: Apple ProMotion No Secondary Screen No Secondary Screen No Secondary Screen ",16GB,512GB SSD No HDD No HDD No NVMe PCIe No Installed SSD Can Not Be Replaced ,Apple 14-core GPU Integrated Shared Not Applicable ,"macOS App Store, Books, Calendar, Contacts, FaceTime, Find My, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, News, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos Not Specified ",1.6 kg,15.232530120481924
Huawei MateBook B3-420 Intel Core i5 14 Inch FHD Display Space Gray Laptop,81920  bdt,Intel Core i5 11th (Intel) Core i5 1135G7 2.40 GHz 4.20 GHz 4 8 8MB Not Specified ,14 FHD IPS LED Display Full HD 1920x1080 Not Specified No Not Specified Not Specified Not Specified No Secondary Screen No Secondary Screen No Secondary Screen ,8GB,512GB SSD No HDD No HDD Not Specified NVMe PCIe No Not Specified ,Intel Iris Xe Graphics Integrated Shared Not Applicable ,Win-11 Home Not Specified Not Specified ,1.38 kg,15.232530120481924
Apple MacBook Air (2022) Apple M2 Chip 13.6-Inch Liquid Retina Display 8GB RAM 256GB SSD Space Gray #MLXW3LL/A / MLXW3ZP/A,154110  bdt,Apple M2 chip ,13.6-inch Liquid Retina display 2560x1664 Touch ScreenNo ,8GB,SSD 256GB ,Apple 8-core GPU Shared ,macOS ,1.24 kg,13.6
Asus Vivobook X515KA 15.6 inch HD Display Celeron N4500 4GB RAM 1TB HDD Laptop,43000  bdt,"Intel Celeron N4500 Processor (4M Cache, 1.10 GHz up to 2.80 GHz)",15.6-inch HD (1280 X 720) 16:9 aspect ratio,4GB,1TB SATA 5400RPM HDD ( Extra M.2 Slot Availeble ),Intel UHD Graphics 600,Windows 11 Home,1.80 kg,15.6
HP 14s-fq1789AU AMD Ryzen 3 5300U 14 Inch FHD IPS Display Silver Laptop #605T7PA-2Y,65640  bdt,AMD AMD Ryzen 3 Ryzen 3 Not Applicable Ryzen 3 5300U 2.60 GHz 3.80 GHz 4 8 6MB Not Specified ,"14 FHD IPS LED Display Full HD 1920x1080 Not Specified No Not Specified Slim Bezel Brightness: 250 nits, Brightview No Secondary Screen No Secondary Screen No Secondary Screen ",8GB,512GB SSD No HDD No HDD Not Specified NVMe PCIe Not Specified Not Specified ,AMD Radeon Graphics Integrated Shared Not Applicable ,Win-11 Home Not Specified Microsoft Office ,1.47kg,15.232530120481924
Asus E510MA Intel CDC N4020 15.6 Inch FHD Display Star Black Laptop #EJ601W-E510MA,49910  bdt,Intel Intel Celeron Not Applicable CDC N4020 1.10 GHz 2.80 GHz 2 2 4MB Not Specified ,"15.6 FHD Full HD 1920x1080 Anti-glare No 60 Hz Slim bezel 16:9 aspect ratio, IPS-level Panel, LED Backlit, 250nits, 45% NTSC color gamut for non-OLED, Screen-to-body ratio: 84 Not Applicable Not Applicable Not Applicable ",4GB,512GB SSD No HDD No HDD No NVMe PCIe Not Specified Installed SSD can be upgradeable ,Inte UHD Graphics 600 Integrated Shared Not Applicable ,Win-11 Home Not Specified Not Specified ,1.57 kg,15.232530120481924
Asus VivoBook 15 X1500EA 11th Gen Intel Core i3 8GB DDR4 15.6 Inch Display Indie Black Laptop #BQ2461W-X1500EA,67270  bdt,Intel Core i3 11th (Intel) Core i3 1115G4 Not Specified 4.10GHz 2 4 6MB Not Specified ,"15.6 Full HD Display Full HD 1920x1080 Anti-glare No 60 Hz Thin-bezel WV Display, Aspect ratio: 16:9 , LED Backlit, 200nits, 45% NTSC color gamut for non-OLED, Screen-to-body ratio: 83% No Secondary Screen No Secondary Screen No Secondary Screen ",8GB,512GB SSD No HDD No HDD Not Specified NVMe PCIe 1 Not Specified ,Intel UHD Graphics Integrated Shared Not Applicable ,Win-11 Home Not Specified Not Specified ,1.80 kg,15.232530120481924
Apple MacBook Air (2022) Apple M2 Chip 13.6 Inch Liquid Retina Display Silver MacBook #MLY03LL/A / MLY03ZP/A,187710  bdt,Apple Apple M2 Not Applicable Apple M2 Chip Not Applicable Not Applicable 8 Not Applicable Not Applicable Not Applicable ,"13.6 Liquid Retina QHD 2560x1664 Glossy No 60 Hz Slim Bazel IPS technology, 2560-by-1664 native resolution at 224 pixels per inch with support for 1 billion colors, 500 nits brightness, True Tone technology No Secondary Screen No Secondary Screen No Secondary Screen ",8GB,512GB SSD No HDD No HDD No NVMe PCIe No Installed SSD Can Not Be Replaced ,Apple 10-core GPU Integrated Shared Not Applicable ,"macOS App Store, Books, Calendar, Contacts, FaceTime, Find My, GarageBand, Home, iMovie, Keynote, Mail, Maps, Messages, Music, News, Notes, Numbers, Pages, Photo Booth, Photos, Podcasts, Preview, QuickTime Player, Reminders, Safari, Shortcuts, Siri, Stocks, Time Machine, TV, Voice Memos Not Specified ",1.24 kg,15.232530120481924
"MSI Summit E14 A11SCS Core i7 11th Gen GTX 1650 Ti Max-Q 4GB Graphics 14"" UHD Laptop",155160  bdt,Intel Core i7-1185G7 ,14 Inch IPS UHD (3840x2160) Touch ScreenNo ,16GB,1TB NVMe PCIe Gen4x4 SSD ,GTX1650 Ti Max-Q 4GB ,Windows 10 Home ,1.32 kg,15.232530120481927
"Asus VivoBook 14 X415FA Core i3 10th Gen 14"" FHD Laptop",49950  bdt,Intel Core i3 10110U ,14.0 Inch IPS-LEVEL  FHD (1920X 1080) Touch ScreenNo ,4GB,SATA HDD 1TB ,Intel UHD Graphics Shared ,Windows 11 Home ,1.60 kg,14.0
Acer Extensa 15 EX215-52-56FJ 10th Gen Intel Core i5 1035G1 15.6 Inch FHD Display Black Laptop,61850  bdt,Intel Core i5 10th (Intel) Core i5 1035G1 1.00 GHz 3.60 GHz 4 8 6MB Not Specified ,"15.6 FHD Full HD 1920x1080 Matte No 60 Hz Slim Bezel Display Screen Technology: ComfyView, Aspect Ratio: 16:9 No Secondary Screen No Secondary Screen No Secondary Screen ",8GB,"1TB HDD SATA 5400 Not Specified No SSD 1 Additional SSD Can be added, HDD can be replaced ",Intel UHD Graphics Integrated Shared Not Applicable ,Win-10 Home Not Specified Not Specified ,1.90kg,15.232530120481924
Asus ExpertBook B1 15 B1500CEAE Intel Core i3 1115G4 15.6 Inch FHD Display Star Black Laptop #BQ2640,61300  bdt,Intel Core i3 11th (Intel) Core i3 1115G4 Not Specified 4.10 GHz 2 4 6MB Not Specified ,"15.6 FHD Full HD 1920x1080 Anti-glare No 60 Hz Slim Bezel 16:9, Anti-glare display, LED Backlit, 220nits, NTSC: 45%, Screen-to-body ratio:90% No Secondary Screen No Secondary Screen No Secondary Screen ",4GB,"512GB SSD No HDD No HDD Not Specified NVMe PCIe No Additional HDD Can be added, SSD can be replaced ",Intel UHD Graphics Integrated Shared Not Specified ,Free-Dos Not Specified Not Specified ,1.73 kg,15.232530120481924
Lenovo IdeaPad Gaming 3i 15IHU Intel Core i5 11300H 15.6 Inch FHD IPS Display Shadow Black Gaming Laptop #82K100PTIN-3Y,117180  bdt,Intel Core i5 11th (Intel) Core i5 11300H 3.10 GHz 4.40 GHz 4 8 8MB Intel SoC Platform ,"15.6 FHD IPS LED Display Full HD 1920x1080 Anti-Glare No 120 Hz Slim Bezel Brightness: 250Nits, 45% NTSC No Secondary Screen No Secondary Screen No Secondary Screen ",8GB,512GB SSD No HDD No HDD No NVMe PCIe No Installed SSD can be upgradeable ,Nvidia RTX 3050 Graphics Dedicated 4GB GDDR6 ,Win-11 Home Not Specified Not Specified ,2.2kg,15.232530120481924
Asus ProArt Studio book Pro W7600H3A 16 inch 4K OLED Display Core i7 11th Gen 32GB RAM 1TB SSD Creator Laptop with RTX A3000 6GB Graphics,365000  bdt,"Intel Core i7-11800H Processor 2.3 GHz (24M Cache, up to 4.6 GHz, 8 cores)","16.0-inch, 4K (3840 x 2400) OLED 16:10 aspect ratio, 
0.2ms response time, 
550nits HDR peak brightness,
100% DCI-P3 color gamut, 
1,000,000:1, VESA CERTIFIED Display HDR True Black 500,
1.07 billion colors, 
PANTONE Validated, Glossy display,
70% less harmful blue light,
SGS Eye Care Display,
Screen-to-body ratio: 85 ％",32GB,1TB M.2 NVMe PCIe 3.0 Performance SSD,"Inte UHD Graphics,
NVIDIA RTX A3000 Laptop GPU,
With Boost up to 1560MHz at 90W (105W with Dynamic Boost), 6GB GDDR6",Windows 11 Home,1.73,16.0
"MSI GF63 THIN 11UC Core i5 11th Gen 512GB SSD RTX 3050 Max-Q 4GB Graphics 15.6"" FHD Gaming Laptop",122750  bdt,Intel Core i5-11400H ,15.6 Inch IPS-Level FHD (1920*1080) Touch ScreenNo ,8GB,NVMe PCIe Gen3x4 SSD 512GB ,NVIDIA GeForce RTX 3050 Max-Q Shared ,Windows 10 Original ,1.86kg,15.6
